"_id",stationSupervisedRef,chargePointSupervisedRef,plugSupervisedRef,startDate,startingMediumCode,stopDate,stopReason,stoppingMediumCode
58feeec8e4b0f5defa622dc8,FR*SOD*S*BELI*2*1*_*_,FR*SOD*E*BELI*2*1*1*_,FR*SOD*X*BELI*2*1*1*4,1493102254,447837aaa4880,1493125048,Badge,447837aaa4880
58fee15ae4b0f5defa6210a1,FR*SOD*S*BELI*21*1*_*_,FR*SOD*E*BELI*21*1*3*_,FR*SOD*X*BELI*21*1*3*4,1493098820,42b8d7aaa4881,1493099315,End Of Charge,
58fed9dfe4b0f5defa620543,FR*SOD*S*BELI*2*1*_*_,FR*SOD*E*BELI*2*1*3*_,FR*SOD*X*BELI*2*1*3*2,1493096910,43ab27aaa4880,1493098641,Badge,43ab27aaa4880
58fecf62e4b0f5defa61fbbe,FR*SOD*S*BELI*21*1*_*_,FR*SOD*E*BELI*21*1*3*_,FR*SOD*X*BELI*21*1*3*4,1493094223,468b1821d4e80,1493095702,End Of Charge,
58fecdc7e4b0f5defa61f995,FR*SOD*S*BELI*13*1*_*_,FR*SOD*E*BELI*13*1*3*_,FR*SOD*X*BELI*13*1*3*3,1493093805,48da37aaa4880,1493095540,Badge,48da37aaa4880
58fe9922e4b0f5defa61d7a8,FR*SOD*S*BELI*10*1*_*_,FR*SOD*E*BELI*10*1*3*_,FR*SOD*X*BELI*10*1*3*2,1493080330,44f1d7aaa4880,1493082388,Badge,44f1d7aaa4880
58fe85b9e4b0f5defa61ca50,FR*SOD*S*BELI*22*1*_*_,FR*SOD*E*BELI*22*1*3*_,FR*SOD*X*BELI*22*1*3*4,1493075363,4fa87821d4e80,1493078635,Badge,4fa87821d4e80
58fe7c84e4b0f5defa61c40e,FR*SOD*S*BELI*15*1*_*_,FR*SOD*E*BELI*15*1*3*_,FR*SOD*X*BELI*15*1*3*5,1493072995,47aae821d4e80,1493074758,Badge,47aae821d4e80
58fe742ae4b0f5defa61bac9,FR*SOD*S*BELI*3*1*_*_,FR*SOD*E*BELI*3*1*1*_,FR*SOD*X*BELI*3*1*1*6,1493071412,40da4821d4e80,1493073244,Badge,40da4821d4e80
58fe740ee4b0f5defa61ba46,FR*SOD*S*BELI*21*1*_*_,FR*SOD*E*BELI*21*1*2*_,FR*SOD*X*BELI*21*1*2*1,1493071376,4bcab821d4e80,1493105554,Badge,4bcab821d4e80
58fe6ab3e4b0f5defa61b096,FR*SOD*S*BELI*10*1*_*_,FR*SOD*E*BELI*10*1*1*_,FR*SOD*X*BELI*10*1*1*3,1493068866,43d97d21a4e80,1493071723,Badge,43d97d21a4e80
58fe689de4b0f5defa61ae68,FR*SOD*S*BELI*15*1*_*_,FR*SOD*E*BELI*15*1*2*_,FR*SOD*X*BELI*15*1*2*1,1493068455,4d1c3821d4e80,1493094397,Badge,4d1c3821d4e80
58fe63ade4b0f5defa619aa6,FR*SOD*S*BELI*30*1*_*_,FR*SOD*E*BELI*30*1*1*_,FR*SOD*X*BELI*30*1*1*6,1493067171,43ac7821d4e80,1493068885,Badge,43ac7821d4e80
58fe6345e4b0f5defa6198e3,FR*SOD*S*BELI*3*1*_*_,FR*SOD*E*BELI*3*1*2*_,FR*SOD*X*BELI*3*1*2*1,1493067074,4e47c7aaa4880,1493098864,Badge,4e47c7aaa4880
58fe625fe4b0f5defa6194e8,FR*SOD*S*BELI*30*1*_*_,FR*SOD*E*BELI*30*1*3*_,FR*SOD*X*BELI*30*1*3*3,1493066866,435d1821d4e80,1493068663,Badge,435d1821d4e80
58fe606ce4b0f5defa618bdd,FR*SOD*S*BELI*26*1*_*_,FR*SOD*E*BELI*26*1*2*_,FR*SOD*X*BELI*26*1*2*1,1493066353,43ef89aab4880,1493078277,Badge,43ef89aab4880
58fe6067e4b0f5defa618bc4,FR*SOD*S*BELI*57*1*_*_,FR*SOD*E*BELI*57*1*2*_,FR*SOD*X*BELI*57*1*2*1,1493066334,4ef747aaa4880,1493102812,Badge,4ef747aaa4880
58fe5de6e4b0f5defa617e2d,FR*SOD*S*BELI*1*1*_*_,FR*SOD*E*BELI*1*1*3*_,FR*SOD*X*BELI*1*1*3*4,1493065696,424b07aaa4880,1493069874,Badge,424b07aaa4880
58fe5c5ce4b0f5defa617629,FR*SOD*S*BELI*12*1*_*_,FR*SOD*E*BELI*12*1*3*_,FR*SOD*X*BELI*12*1*3*1,1493065279,4268ad21a4e80,1493071018,Badge,4268ad21a4e80
58fe5bc9e4b0f5defa61736c,FR*SOD*S*BELI*30*1*_*_,FR*SOD*E*BELI*30*1*2*_,FR*SOD*X*BELI*30*1*2*1,1493064999,42c507aaa4880,1493091477,Badge,42c507aaa4880
58fe5b75e4b0f5defa616b47,FR*SOD*S*BELI*5*1*_*_,FR*SOD*E*BELI*5*1*1*_,FR*SOD*X*BELI*5*1*1*5,1493064658,475f69aab4880,1493066350,Badge,475f69aab4880
58fe5b78e4b0f5defa616b58,FR*SOD*S*BELI*16*1*_*_,FR*SOD*E*BELI*16*1*2*_,FR*SOD*X*BELI*16*1*2*1,1493064640,4a191821d4e80,1493098298,Badge,4a191821d4e80
58fe5b66e4b0f5defa616b00,FR*SOD*S*BELI*5*1*_*_,FR*SOD*E*BELI*5*1*3*_,FR*SOD*X*BELI*5*1*3*3,1493063656,44df69aab4880,1493064679,Badge,44df69aab4880
58fe5adae4b0f5defa616715,FR*SOD*S*BELI*2*1*_*_,FR*SOD*E*BELI*2*1*2*_,FR*SOD*X*BELI*2*1*2*1,1493061457,4f4ba7aaa4880,1493068488,Badge,4f4ba7aaa4880
58fe5940e4b0f5defa615dfb,FR*SOD*S*BELI*14*1*_*_,FR*SOD*E*BELI*14*1*2*_,FR*SOD*X*BELI*14*1*2*1,1493059990,465b1821d4e80,1493099345,Badge,465b1821d4e80
58fe5907e4b0f5defa615ba6,FR*SOD*S*BELI*18*1*_*_,FR*SOD*E*BELI*18*1*2*_,FR*SOD*X*BELI*18*1*2*1,1493059602,4ffe79aab4880,1493099820,Badge,4ffe79aab4880
